,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,diamond,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,direct_neighbor,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,gcn,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,lci,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,node2vec,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk,random_walk
,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,AUROC,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Mean Average Precision,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-100,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25,Recall-at-25
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
"('data', 'class')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acquired metabolic ,14.0,0.5282819182097551,0.028201084395801816,0.49303653497980604,0.5119185508454583,0.522285729938256,0.5434668201150429,0.5749628490506444,14.0,0.009142255630546768,0.016570646065040363,4.640801930573604e-05,0.0004932668585891534,0.001964368160345258,0.005367960119969515,0.055631717486918295,14.0,0.042479504622361774,0.049585177832542765,0.0,0.0,0.023392857142857146,0.08124999999999999,0.14222222222222225,14.0,0.024954212454212456,0.03508636983731775,0.0,0.0,0.010096153846153847,0.03125,0.115,14.0,0.6513233081244174,0.06927385686946527,0.5545436609256765,0.5822653243776049,0.661554832477343,0.6922247586807815,0.7533044410270747,14.0,0.002194596854717465,0.0015375796338515837,0.00045716101118157003,0.0012743801981642306,0.0020015403307762428,0.0025260065428424766,0.006105080583941165,14.0,0.03191544566544567,0.053875254082582986,0.0,0.0,0.012019230769230772,0.043750000000000004,0.2,14.0,0.0007936507936507935,0.002969569354582493,0.0,0.0,0.0,0.0,0.01111111111111111,14.0,0.60913567461484,0.09898158128894605,0.4832018012162852,0.5421166419939235,0.5882581382914834,0.6991625336292102,0.7783310901749664,14.0,0.007389194854474382,0.010980207851240261,0.0007606241919308646,0.002058778466526121,0.004974375208776886,0.007362966058969146,0.0441925117902035,14.0,0.08575968079539509,0.07792450016261199,0.0,0.03279807692307692,0.05261904761904762,0.14583333333333331,0.2333333333333333,14.0,0.022073260073260076,0.029464654559653577,0.0,0.0,0.007846153846153845,0.03125,0.09,14.0,0.7839668313074034,0.07252918361995445,0.5830219117032635,0.7658889712153936,0.7974390965683802,0.827526517920972,0.8860872359536641,14.0,0.012429031318788713,0.013920003691893652,0.0004906438300478964,0.004302197580282541,0.006786331928418094,0.01581843404068781,0.05007696105991832,14.0,0.09431584685156115,0.07542481673508337,0.0,0.050115384615384624,0.0826388888888889,0.13083333333333336,0.23,14.0,0.03954731379731379,0.04639814500784778,0.0,0.003125,0.026692307692307696,0.060416666666666674,0.16499999999999998,14.0,0.6930372928004076,0.0991614399046663,0.4969035792210205,0.6493892302357711,0.7074203830731668,0.7703507467950457,0.8238185480321647,14.0,0.0033338706321991984,0.002965840246682525,0.00026965051035749067,0.0011455695150188892,0.002493378862360514,0.004576273081396693,0.010655114588661193,14.0,0.04081052677481249,0.03851291342614054,0.0,0.015625,0.029166666666666667,0.05532692307692308,0.12,14.0,0.009095368916797488,0.011465920595509948,0.0,0.0,0.003846153846153847,0.013482142857142856,0.03333333333333333,14.0,0.7748741748062552,0.07116446002154662,0.6301262708323662,0.7576038722786396,0.7853560445531329,0.8217413198839821,0.8710678980832599,14.0,0.00851816611867741,0.006368508746471699,0.0009103765445274617,0.005072048372103875,0.007403756071843681,0.010168806017314248,0.020802067087923447,14.0,0.09362720216291645,0.08347881370651332,0.0,0.03853846153846154,0.06775793650793652,0.12083333333333335,0.3,14.0,0.04189037153322868,0.054006485039263474,0.0,0.005384615384615385,0.022976190476190476,0.056249999999999994,0.2
benign neoplasm,10.0,0.5629461823434712,0.043793614383321154,0.5055354239256677,0.5430371856372178,0.54361100990562,0.5881892891653773,0.6442172924305007,10.0,0.014440426802715525,0.019859306587178487,0.00031178223813775965,0.0013881753711535764,0.005133822113622193,0.01782147547436314,0.05055046786744675,10.0,0.10261904761904764,0.07557997804564845,0.0,0.037500000000000006,0.1,0.17738095238095242,0.2,10.0,0.06,0.06488356142513971,0.0,0.004166666666666667,0.04166666666666667,0.1,0.2,10.0,0.7218255748884435,0.09616412538742056,0.5851510651134728,0.6513615422272943,0.7305509881562857,0.7761411482358027,0.8992203090917529,10.0,0.0017031631868584622,0.001816029810168248,0.0004902010778205274,0.0006433316291889489,0.0009818596588993327,0.0016073886053449755,0.006353284867887829,10.0,0.04,0.08432740427115679,0.0,0.0,0.0,0.0,0.2,10.0,0.005,0.015811388300841896,0.0,0.0,0.0,0.0,0.05,10.0,0.6897038672622366,0.14266382752348206,0.4663245561076798,0.6039145346967334,0.6942403479326347,0.7759907236791075,0.9499280642316796,10.0,0.03101976798591205,0.043193132163475915,0.0012367595387833027,0.0062740068876744525,0.013884634174190238,0.022966647479398215,0.12142958224726133,10.0,0.17761904761904762,0.12954364927417844,0.03333333333333333,0.1,0.12142857142857143,0.27499999999999997,0.4,10.0,0.07059523809523809,0.060531288694861934,0.0,0.027083333333333334,0.0738095238095238,0.1,0.2,10.0,0.8525401886313799,0.07642362102881504,0.7436905369657029,0.8120517321711458,0.8456027369754061,0.9185990455850888,0.9693043115050821,10.0,0.04464311762546046,0.07203036887817278,0.0029254381965062052,0.00766625903408002,0.016786564769650708,0.03129160790679565,0.2346174602525449,10.0,0.26154761904761903,0.1442830622104214,0.1,0.13303571428571428,0.25,0.38333333333333336,0.5,10.0,0.12226190476190475,0.12663400392414917,0.0,0.007738095238095239,0.07083333333333333,0.2375,0.3,10.0,0.7395141346611697,0.05748133585033149,0.620032840722496,0.7162386909274294,0.732449993038474,0.7799475331035703,0.8208789933135214,10.0,0.004185193576648904,0.004813098278888203,0.0004593857694940908,0.001728000678938991,0.0027530640844574024,0.004553781168297616,0.017235981964946242,10.0,0.08119047619047619,0.06446135128918501,0.0,0.033928571428571426,0.08333333333333333,0.11249999999999999,0.2,10.0,0.02226190476190476,0.03246240339477004,0.0,0.0,0.007142857142857142,0.03125,0.1,10.0,0.8562128210638734,0.06975030769594086,0.7532051877661633,0.8053812913719147,0.8456699024658856,0.8924940214980144,0.9720610757878128,10.0,0.020431424766872028,0.032573218997741,0.0009185075200552393,0.002368658729446929,0.008294614103741415,0.019132777951286817,0.10653059751589766,10.0,0.18761904761904763,0.15791377358907246,0.0,0.054166666666666675,0.12976190476190474,0.33749999999999997,0.4,10.0,0.07559523809523809,0.08783611612281385,0.0,0.00625,0.04047619047619048,0.1,0.25
cancer,60.0,0.5796783645785606,0.05500068749958952,0.493031035123583,0.5433058673489239,0.5689688412156755,0.6119046377853504,0.7456455132073722,60.0,0.014619644689905445,0.026282810369360005,5.105075966009834e-05,0.0025388382598739295,0.006831668473172653,0.012950947652645997,0.16185816259569036,60.0,0.10733028594730719,0.09193969221233282,0.0,0.03645833333333333,0.09388888888888888,0.15,0.4,60.0,0.05287001394980118,0.067082313883497,0.0,0.0,0.03333333333333333,0.06666666666666668,0.35,60.0,0.7095568792687211,0.0778695066281739,0.5681527036435368,0.6629489282749931,0.7026289853553174,0.7481346924579039,0.9486552028218694,60.0,0.0015820015054513414,0.0012775863990150253,0.00019440173152051598,0.0007917053667605425,0.0012865061830791844,0.0016943191534547848,0.007597043326624589,60.0,0.01975,0.0435377350021206,0.0,0.0,0.0,0.00625,0.15,60.0,0.0008333333333333334,0.006454972243679032,0.0,0.0,0.0,0.0,0.05,60.0,0.6883870651413357,0.124588555218292,0.3659393714312241,0.6028438280034111,0.6810678926021623,0.7825244427824349,0.9303397382344752,60.0,0.022375025546003305,0.0292846306712298,0.00013452363272008574,0.004390614070403212,0.01280293012404338,0.0220546536131797,0.13924878098358912,60.0,0.13919715120380013,0.10258652914379797,0.0,0.07696428571428572,0.1273989898989899,0.18749999999999994,0.4,60.0,0.06676863045347088,0.0750770068001864,0.0,0.0,0.04553571428571429,0.1,0.3,60.0,0.8356956118232565,0.06862395189332848,0.6263870841325825,0.8017400641580619,0.8431099560314477,0.8741231776327117,0.9759189640768591,60.0,0.02193622895421332,0.02900178837829837,0.000454778674779601,0.005900558660359769,0.012273244891020128,0.02498836476552607,0.1403557918886469,60.0,0.17400590804979105,0.1340092625702835,0.0,0.08676739926739925,0.15,0.2041666666666667,0.6,60.0,0.07922242050699496,0.09240009950104446,0.0,0.00625,0.04863636363636364,0.1,0.4,60.0,0.7397660638080488,0.08736132653665303,0.5075284120207083,0.684986587870362,0.7375893184670139,0.8084180196778121,0.9175113710201429,60.0,0.007367204284389954,0.014242061727307563,0.00013995760267646523,0.0012773509980818166,0.002833266880029131,0.0063892631859734025,0.0694157517961809,60.0,0.05319374980811151,0.06844796031230989,0.0,0.0,0.03333333333333333,0.07708333333333332,0.4,60.0,0.02436483054967098,0.05202904010842707,0.0,0.0,0.0,0.031547619047619054,0.35,60.0,0.8320254248264993,0.06657460061604949,0.6243167708268877,0.7978497022351076,0.8332821271197577,0.8725646112587557,0.9874431448992852,60.0,0.014921704692055488,0.0199444324041095,0.0008874780742899012,0.004271409928944014,0.006348135182075718,0.011861466113990743,0.10056706301372756,60.0,0.13233574714292798,0.12953451195535653,0.0,0.054017857142857145,0.09833333333333333,0.2,0.6,60.0,0.05424844693328736,0.0842146424548083,0.0,0.0,0.02305555555555556,0.05133928571428572,0.4
cardiovascular system ,46.0,0.547397926867643,0.05874868772411035,0.4930294158650496,0.502665546426655,0.5289684058547415,0.5675750600984831,0.7191433809877461,46.0,0.014725599916951807,0.024004453022660365,4.640801930573604e-05,0.00043665977333108075,0.0024100801635382517,0.015815996848657775,0.07526100589431464,46.0,0.07600801092323714,0.09868354140442735,0.0,0.0,0.03333333333333333,0.11145833333333334,0.3833333333333333,46.0,0.05563671356962212,0.08773934130460868,0.0,0.0,0.012438423645320195,0.08333333333333333,0.31666666666666665,46.0,0.6630919844343837,0.08364382279399019,0.4877796342708624,0.605658963780009,0.663236221553795,0.7097072748992334,0.8804517387065323,46.0,0.002188663860796273,0.0020153332564975825,4.640801930573604e-05,0.000972488703137836,0.0015945217644061157,0.0026031044079200118,0.009628271305781264,46.0,0.0434083850931677,0.08155885242481896,0.0,0.0,0.0,0.05,0.3,46.0,0.0028985507246376816,0.011278925954736627,0.0,0.0,0.0,0.0,0.05,46.0,0.6220263345274366,0.11908941684659426,0.3794784606814595,0.5461342173833958,0.6211649770312558,0.7127511950619575,0.882373833511305,46.0,0.016977840223999924,0.02793548553882452,0.00011925038141618897,0.002339463985125435,0.006459174880533819,0.0187038916290563,0.12968915200074765,46.0,0.13429659740412453,0.14810109794643092,0.0,0.036250000000000004,0.08833333333333333,0.15,0.65,46.0,0.04483625356916652,0.06001549445440995,0.0,0.0,0.02,0.05,0.2,46.0,0.8165032385514033,0.08169321481047812,0.5159472755963984,0.8026615288502638,0.8302593382880565,0.8638265148398494,0.9208364300755604,46.0,0.023537363744367993,0.033931024068756276,0.0002150603499836003,0.0044924869662732025,0.0083587224638028,0.023206570265644925,0.14600272262483155,46.0,0.15348567137999627,0.12423714560723895,0.0,0.06477272727272727,0.11502805145046523,0.2,0.4833333333333333,46.0,0.07431682983947292,0.08932053337611501,0.0,0.0,0.03802339901477833,0.11249999999999999,0.3,46.0,0.7449046268629796,0.08362032681462246,0.5538615056158915,0.6950921241936233,0.7522519684546546,0.7985507048745656,0.9164545398241051,46.0,0.009713829260714122,0.01566000389726872,0.0002503866261521365,0.0014378905778630335,0.003348586526124313,0.008424377623288935,0.06528950152296907,46.0,0.08825753519344225,0.11180949300097219,0.0,0.0020833333333333333,0.045751231527093594,0.12083333333333333,0.45,46.0,0.03137722805264035,0.054119287433492036,0.0,0.0,0.0,0.03125,0.2,46.0,0.8118482168109528,0.06373574933733289,0.6277870602432006,0.7789290163202587,0.8104024596947936,0.8505377967005078,0.9140366759517178,46.0,0.009566103657156075,0.015500836526637285,0.0003777469883607485,0.0025518385814624917,0.004624626277327993,0.009093313658222394,0.08211193146402454,46.0,0.12290847302984619,0.12811000285321741,0.0,0.04493055555555556,0.07525252525252527,0.2,0.55,46.0,0.04152960602713668,0.0701977727652708,0.0,0.0,0.0029411764705882357,0.05,0.3
